College,Year,Credit Enrollment Count,Credit Success Count,Degree Applicable Enrollment Count,Degree Applicable Success Count,Transferable Enrollment Count,Transferable Success Count
Desert,2021-2022,54285.0,36206.0,53308.0,35699.0,49723.0,33332.0
Desert,2022-2023,56412.0,38445.0,55807.0,38082.0,51967.0,35337.0
Desert,2023-2024,59492.0,42227.0,59184.0,41976.0,55060.0,38613.0
Diablo Valley,2014-2015,117396.0,86371.0,112180.0,82742.0,103454.0,76697.0
Diablo Valley,2015-2016,116891.0,86190.0,111795.0,82655.0,103621.0,77001.0
Diablo Valley,2016-2017,114624.0,85685.0,109735.0,82205.0,102397.0,77181.0
Diablo Valley,2017-2018,114220.0,86187.0,109518.0,82842.0,102726.0,78062.0
Diablo Valley,2018-2019,112327.0,85159.0,107961.0,81890.0,101746.0,77318.0
Diablo Valley,2019-2020,101478.0,82851.0,97539.0,79686.0,94831.0,77421.0
Diablo Valley,2020-2021,99830.0,80138.0,96320.0,77371.0,93357.0,74595.0
Diablo Valley,2021-2022,93420.0,71808.0,90741.0,69939.0,87507.0,66809.0
Diablo Valley,2022-2023,89350.0,69064.0,86752.0,67174.0,84168.0,64615.0
Diablo Valley,2023-2024,135126.0,104978.0,132393.0,102823.0,130457.0,100919.0
East LA,2014-2015,170369.0,121938.0,161737.0,116916.0,119457.0,82140.0
East LA,2015-2016,171350.0,121576.0,163322.0,117205.0,122243.0,84125.0
East LA,2016-2017,175661.0,128892.0,168510.0,125013.0,123016.0,86961.0
East LA,2017-2018,157661.0,112627.0,149688.0,108287.0,118440.0,83856.0
East LA,2018-2019,161951.0,117227.0,158112.0,115334.0,122567.0,85251.0
East LA,2019-2020,149533.0,114923.0,148085.0,113939.0,115514.0,84788.0
East LA,2020-2021,135753.0,98088.0,134497.0,97247.0,112227.0,78492.0
East LA,2021-2022,115303.0,81919.0,114476.0,81339.0,94023.0,63636.0
East LA,2022-2023,121639.0,85919.0,120717.0,85355.0,100036.0,66511.0
East LA,2023-2024,141536.0,101219.0,140941.0,100741.0,109758.0,70467.0
El Camino,2014-2015,125167.0,84509.0,118613.0,80547.0,104352.0,72284.0
El Camino,2015-2016,121551.0,83211.0,115187.0,79486.0,101572.0,71798.0
El Camino,2016-2017,127719.0,88716.0,120767.0,84543.0,106475.0,76286.0
El Camino,2017-2018,129964.0,91594.0,123538.0,87794.0,110354.0,80198.0
El Camino,2018-2019,129703.0,92121.0,124786.0,89113.0,115304.0,83819.0
El Camino,2019-2020,119328.0,90542.0,113020.0,86763.0,109942.0,84743.0
El Camino,2020-2021,118233.0,81802.0,111604.0,78355.0,109012.0,76698.0
El Camino,2021-2022,104286.0,71702.0,98224.0,68516.0,96625.0,67593.0
El Camino,2022-2023,112923.0,77877.0,106057.0,74285.0,105107.0,73592.0
El Camino,2023-2024,117709.0,83041.0,111275.0,79481.0,110153.0,78627.0
Evergreen Valley,2014-2015,46642.0,33237.0,36547.0,26268.0,34309.0,24669.0
Evergreen Valley,2015-2016,46213.0,32974.0,36415.0,26433.0,34181.0,24825.0
Evergreen Valley,2016-2017,46681.0,33229.0,37242.0,26948.0,34941.0,25365.0
Evergreen Valley,2017-2018,48550.0,34784.0,38921.0,28245.0,36587.0,26612.0
Evergreen Valley,2018-2019,50226.0,35947.0,41595.0,30131.0,39448.0,28556.0
Evergreen Valley,2019-2020,46849.0,35241.0,40653.0,30895.0,39328.0,29875.0
Evergreen Valley,2020-2021,43999.0,33115.0,40206.0,30283.0,39213.0,29552.0
Evergreen Valley,2021-2022,38663.0,28175.0,35628.0,25915.0,34831.0,25302.0
Evergreen Valley,2022-2023,40718.0,29495.0,38172.0,27685.0,37436.0,27082.0
Evergreen Valley,2023-2024,41826.0,29900.0,38967.0,27882.0,38151.0,27201.0
Feather River,2014-2015,12189.0,9560.0,10790.0,8510.0,8070.0,6303.0
Feather River,2015-2016,11921.0,9387.0,10696.0,8523.0,7691.0,6100.0
Feather River,2016-2017,10372.0,8592.0,9681.0,8113.0,7193.0,5933.0
Feather River,2017-2018,11935.0,9987.0,11293.0,9573.0,8843.0,7423.0
Feather River,2018-2019,12775.0,10791.0,12327.0,10491.0,10284.0,8681.0
Feather River,2019-2020,10541.0,9201.0,10496.0,9157.0,8243.0,7117.0
Feather River,2020-2021,9839.0,8288.0,9795.0,8244.0,8040.0,6672.0
Feather River,2021-2022,9418.0,8010.0,9369.0,7966.0,7331.0,6169.0
Feather River,2022-2023,9637.0,8072.0,9585.0,8023.0,7791.0,6464.0
Feather River,2023-2024,10666.0,8826.0,10493.0,8661.0,8589.0,7023.0
Folsom Lake,2014-2015,38068.0,27576.0,35348.0,25673.0,31175.0,22956.0
Folsom Lake,2015-2016,41557.0,29975.0,38779.0,27963.0,34357.0,25226.0
Folsom Lake,2016-2017,41383.0,30347.0,38606.0,28416.0,34441.0,25691.0
Folsom Lake,2017-2018,40060.0,29819.0,37189.0,27732.0,33320.0,25208.0
Folsom Lake,2018-2019,42556.0,31704.0,39947.0,29887.0,37137.0,28262.0
Folsom Lake,2019-2020,41753.0,33079.0,38908.0,30989.0,37811.0,30261.0
Folsom Lake,2020-2021,43144.0,31531.0,40451.0,29741.0,39257.0,28930.0
Folsom Lake,2021-2022,37997.0,27443.0,35814.0,25934.0,34729.0,25254.0
Folsom Lake,2022-2023,38959.0,29034.0,36809.0,27547.0,36130.0,27004.0
Folsom Lake,2023-2024,45267.0,34328.0,42609.0,32404.0,41816.0,31790.0
Foothill,2014-2015,96717.0,75466.0,91855.0,71684.0,82539.0,63505.0
Foothill,2015-2016,97123.0,76453.0,91791.0,72504.0,81914.0,63488.0
Foothill,2016-2017,97954.0,78094.0,92936.0,74354.0,82398.0,64655.0
Foothill,2017-2018,92473.0,74279.0,88750.0,71552.0,78910.0,62398.0
Foothill,2018-2019,88604.0,70505.0,86300.0,68658.0,76712.0,59638.0
Foothill,2019-2020,80557.0,68439.0,78481.0,66765.0,70393.0,59025.0
Foothill,2020-2021,82343.0,67657.0,81011.0,66631.0,70855.0,56821.0
Foothill,2021-2022,69535.0,56513.0,68355.0,55577.0,59246.0,46807.0
Foothill,2022-2023,70503.0,57972.0,69412.0,57097.0,61498.0,49370.0
Foothill,2023-2024,48356.0,40281.0,47665.0,39695.0,43201.0,35335.0
Fresno City,2014-2015,121230.0,82728.0,107295.0,72293.0,96978.0,65848.0
Fresno City,2015-2016,116195.0,78892.0,104861.0,70765.0,94904.0,64834.0
Fresno City,2016-2017,120359.0,84858.0,106305.0,73857.0,96250.0,67797.0
Fresno City,2017-2018,120744.0,84643.0,109039.0,75674.0,99451.0,70023.0
Fresno City,2018-2019,125452.0,89775.0,114768.0,81370.0,106850.0,76601.0
Fresno City,2019-2020,119363.0,89415.0,109000.0,81511.0,105968.0,79145.0
Fresno City,2020-2021,106614.0,80285.0,95296.0,70865.0,92091.0,68482.0
Fresno City,2021-2022,98310.0,72801.0,88869.0,65179.0,85052.0,62363.0
Fresno City,2022-2023,112430.0,84712.0,101934.0,76081.0,98044.0,73141.0
Fresno City,2023-2024,124106.0,95052.0,113302.0,86224.0,109603.0,83308.0
Fullerton,2014-2015,138197.0,90753.0,125367.0,83356.0,118183.0,78554.0
Fullerton,2015-2016,136887.0,91264.0,124594.0,84303.0,117236.0,79824.0
Fullerton,2016-2017,133746.0,90207.0,122822.0,84082.0,115715.0,79852.0
Fullerton,2017-2018,128038.0,87103.0,119013.0,82025.0,112208.0,78001.0
Fullerton,2018-2019,119464.0,83202.0,115693.0,81015.0,109506.0,77426.0
Fullerton,2019-2020,107517.0,82877.0,106701.0,82213.0,102758.0,79374.0
Fullerton,2020-2021,91952.0,77460.0,91427.0,76982.0,88130.0,74242.0
Fullerton,2021-2022,86804.0,65763.0,86241.0,65300.0,84189.0,63515.0
Fullerton,2022-2023,98306.0,66584.0,97867.0,66215.0,95110.0,64063.0
Fullerton,2023-2024,104589.0,73628.0,103914.0,73090.0,101511.0,71019.0
Gavilan,2014-2015,30453.0,21985.0,24859.0,17896.0,23805.0,17196.0
Gavilan,2015-2016,32845.0,23965.0,26671.0,19396.0,25144.0,18332.0
Gavilan,2016-2017,30211.0,21377.0,25904.0,18505.0,24380.0,17512.0
Gavilan,2017-2018,28875.0,20996.0,24809.0,18277.0,23623.0,17392.0
Gavilan,2018-2019,28798.0,21139.0,25641.0,18859.0,23687.0,17295.0
Gavilan,2019-2020,27252.0,20042.0,25056.0,18461.0,23482.0,17179.0
Gavilan,2020-2021,22634.0,16859.0,21625.0,16093.0,20518.0,15197.0
Gavilan,2021-2022,21106.0,15294.0,19903.0,14346.0,18756.0,13385.0
Gavilan,2022-2023,22891.0,16906.0,21542.0,15788.0,20336.0,14718.0
Gavilan,2023-2024,28468.0,20757.0,25900.0,18556.0,24509.0,17330.0
Glendale,2014-2015,92552.0,65728.0,83685.0,60350.0,72507.0,52379.0
Glendale,2015-2016,91875.0,64951.0,82850.0,59367.0,72827.0,52323.0
Glendale,2016-2017,89207.0,64870.0,80747.0,59631.0,71288.0,52891.0
Glendale,2017-2018,84951.0,62335.0,76361.0,56545.0,67973.0,50422.0
Glendale,2018-2019,81309.0,60445.0,74786.0,55918.0,67354.0,50412.0
Glendale,2019-2020,74993.0,59499.0,71034.0,56508.0,63986.0,51149.0
Glendale,2020-2021,65990.0,57068.0,63762.0,55060.0,58726.0,50841.0
Glendale,2021-2022,56757.0,49045.0,55081.0,47562.0,51299.0,44409.0
Glendale,2022-2023,59800.0,48652.0,57935.0,47029.0,54817.0,44351.0
Glendale,2023-2024,67813.0,53204.0,64952.0,50956.0,62756.0,49137.0
Golden West,2014-2015,67679.0,45661.0,62496.0,42761.0,59670.0,40957.0
Golden West,2015-2016,65235.0,44643.0,60432.0,42010.0,57461.0,40071.0
Golden West,2016-2017,61848.0,43636.0,57687.0,41139.0,54846.0,39238.0
Golden West,2017-2018,60332.0,42946.0,56867.0,40848.0,53993.0,38772.0
Golden West,2018-2019,59574.0,42548.0,56887.0,40881.0,54195.0,39002.0
Golden West,2019-2020,57054.0,43594.0,55377.0,42413.0,54076.0,41342.0
Golden West,2020-2021,55419.0,41578.0,54648.0,40994.0,53422.0,39986.0
Golden West,2021-2022,47623.0,35104.0,47175.0,34762.0,46331.0,34059.0
Golden West,2022-2023,48441.0,36348.0,48002.0,36017.0,46973.0,35091.0
Golden West,2023-2024,50179.0,38748.0,49993.0,38595.0,49122.0,37795.0
Grossmont,2014-2015,102932.0,71119.0,94579.0,65011.0,88395.0,61128.0
Grossmont,2015-2016,101226.0,70341.0,92713.0,64345.0,86506.0,60501.0
Grossmont,2016-2017,100643.0,69368.0,93155.0,64514.0,87579.0,61058.0
Grossmont,2017-2018,97541.0,69093.0,90302.0,64293.0,85506.0,61370.0
Grossmont,2018-2019,95145.0,67199.0,89952.0,63563.0,86277.0,61576.0
Grossmont,2019-2020,83788.0,62692.0,79745.0,59698.0,78643.0,59109.0
Grossmont,2020-2021,75297.0,53860.0,72310.0,51907.0,71308.0,51323.0
Grossmont,2021-2022,64261.0,44859.0,61985.0,43487.0,61349.0,43135.0
Grossmont,2022-2023,65520.0,45374.0,63400.0,44088.0,63400.0,44088.0
Grossmont,2023-2024,70247.0,50582.0,67231.0,48605.0,67215.0,48589.0
Hartnell,2014-2015,54177.0,39226.0,50515.0,36658.0,43259.0,31461.0
Hartnell,2015-2016,55247.0,41003.0,51534.0,38404.0,42544.0,31818.0
Hartnell,2016-2017,54865.0,41351.0,51471.0,38740.0,42376.0,31939.0
Hartnell,2017-2018,54766.0,42143.0,51667.0,39857.0,38391.0,28560.0
Hartnell,2018-2019,56368.0,42847.0,54154.0,41202.0,41771.0,30646.0
Hartnell,2019-2020,53414.0,42274.0,51466.0,40664.0,42817.0,32853.0
Hartnell,2020-2021,46799.0,32552.0,45423.0,31589.0,41878.0,28943.0
Hartnell,2021-2022,44065.0,32039.0,42962.0,31224.0,38024.0,26929.0
Hartnell,2022-2023,43520.0,32561.0,42769.0,31970.0,39972.0,29498.0
Hartnell,2023-2024,52144.0,39307.0,51499.0,38817.0,46708.0,34372.0
Imperial,2014-2015,49233.0,34333.0,39951.0,28473.0,37334.0,26640.0
Imperial,2015-2016,49706.0,34923.0,40876.0,29417.0,38113.0,27598.0
Imperial,2016-2017,49745.0,36406.0,41389.0,30965.0,38741.0,29177.0
Imperial,2017-2018,54439.0,40998.0,46242.0,35404.0,43515.0,33492.0
Imperial,2018-2019,54743.0,40151.0,47236.0,35140.0,44988.0,33730.0
Imperial,2019-2020,49536.0,39522.0,44549.0,35621.0,42770.0,34295.0
Imperial,2020-2021,47797.0,33310.0,43725.0,30650.0,41856.0,29480.0
Imperial,2021-2022,47279.0,32103.0,44628.0,30385.0,42627.0,29139.0
Imperial,2022-2023,50583.0,35903.0,48074.0,34102.0,46018.0,32783.0
Imperial,2023-2024,52078.0,37585.0,50101.0,36060.0,48759.0,34987.0
Irvine,2014-2015,76000.0,53527.0,67327.0,47586.0,61895.0,43838.0
Irvine,2015-2016,75066.0,53092.0,67257.0,47925.0,62225.0,44511.0
Irvine,2016-2017,77427.0,55462.0,70727.0,50904.0,65578.0,47350.0
Irvine,2017-2018,72604.0,52587.0,66931.0,48755.0,62749.0,45938.0
Irvine,2018-2019,71068.0,52884.0,66554.0,49678.0,63258.0,47313.0
Irvine,2019-2020,66864.0,51649.0,62822.0,48890.0,60645.0,47213.0
Irvine,2020-2021,60672.0,48240.0,57698.0,46064.0,55427.0,44256.0
Irvine,2021-2022,55716.0,43041.0,53066.0,41227.0,50964.0,39505.0
Irvine,2022-2023,57287.0,43129.0,55113.0,41586.0,53015.0,39910.0
Irvine,2023-2024,64872.0,49635.0,62504.0,48044.0,60458.0,46394.0
LA City,2014-2015,95421.0,62634.0,84514.0,55974.0,72279.0,49015.0
LA City,2015-2016,90356.0,60978.0,80389.0,54178.0,68642.0,47358.0
LA City,2016-2017,83295.0,56669.0,74645.0,50509.0,64310.0,44496.0
LA City,2017-2018,69828.0,48132.0,65386.0,45269.0,57162.0,40532.0
LA City,2018-2019,71616.0,48869.0,68577.0,46998.0,61012.0,42556.0
LA City,2019-2020,66155.0,49276.0,64590.0,48186.0,61161.0,45747.0
LA City,2020-2021,68098.0,47809.0,67285.0,47400.0,64003.0,45294.0
LA City,2021-2022,59209.0,39194.0,58001.0,38464.0,55663.0,37078.0
LA City,2022-2023,59778.0,40653.0,58974.0,40196.0,56842.0,38850.0
LA City,2023-2024,62850.0,44418.0,62201.0,44010.0,61232.0,43271.0
LA Harbor,2014-2015,54750.0,36180.0,51800.0,34513.0,47622.0,32117.0
LA Harbor,2015-2016,53676.0,36114.0,50896.0,34588.0,46573.0,32187.0
LA Harbor,2016-2017,49669.0,33617.0,46940.0,32148.0,42525.0,29641.0
LA Harbor,2017-2018,46301.0,31970.0,44108.0,30777.0,40854.0,29056.0
LA Harbor,2018-2019,42182.0,29010.0,40008.0,27790.0,37196.0,26175.0
LA Harbor,2019-2020,40444.0,29635.0,39541.0,29085.0,38126.0,28230.0
LA Harbor,2020-2021,35922.0,25534.0,35701.0,25380.0,34994.0,25029.0
LA Harbor,2021-2022,30995.0,21054.0,30890.0,20979.0,30305.0,20741.0
LA Harbor,2022-2023,33820.0,23662.0,33737.0,23583.0,33237.0,23374.0
LA Harbor,2023-2024,37035.0,26200.0,37023.0,26188.0,36922.0,26128.0
LA ITV,2014-2015,2641.0,1134.0,2641.0,1134.0,2350.0,1000.0
LA ITV,2015-2016,2312.0,1117.0,2312.0,1117.0,1952.0,954.0
LA ITV,2016-2017,2558.0,1289.0,2558.0,1289.0,1615.0,975.0
LA ITV,2017-2018,1401.0,785.0,1401.0,785.0,735.0,541.0
LA ITV,2018-2019,1223.0,653.0,1223.0,653.0,653.0,428.0
LA ITV,2019-2020,0.0,0.0,0.0,0.0,0.0,0.0
LA Mission,2014-2015,46020.0,29678.0,42600.0,27889.0,37673.0,25120.0
LA Mission,2015-2016,47712.0,31529.0,44438.0,29726.0,38902.0,26552.0
LA Mission,2016-2017,46962.0,31419.0,44447.0,29965.0,38348.0,26437.0
LA Mission,2017-2018,44645.0,30009.0,43017.0,29075.0,37121.0,25611.0
LA Mission,2018-2019,43473.0,29513.0,42731.0,29104.0,36913.0,25618.0
LA Mission,2019-2020,41825.0,30549.0,41387.0,30225.0,38841.0,28371.0
LA Mission,2020-2021,38818.0,26915.0,38363.0,26649.0,36331.0,25227.0
LA Mission,2021-2022,35779.0,24554.0,35459.0,24385.0,33958.0,23348.0
LA Mission,2022-2023,39683.0,26843.0,39592.0,26785.0,38222.0,25804.0
LA Mission,2023-2024,42378.0,29226.0,42343.0,29199.0,40901.0,28123.0
LA Pierce,2014-2015,108576.0,74277.0,102976.0,70389.0,92360.0,63557.0
LA Pierce,2015-2016,107484.0,74620.0,102822.0,71470.0,92271.0,64802.0
LA Pierce,2016-2017,104654.0,73084.0,100266.0,70157.0,89974.0,63803.0
LA Pierce,2017-2018,95319.0,67542.0,92109.0,65321.0,83036.0,59954.0
LA Pierce,2018-2019,95851.0,68533.0,93172.0,66636.0,85102.0,61997.0
LA Pierce,2019-2020,88868.0,68118.0,88324.0,67688.0,84736.0,65220.0
LA Pierce,2020-2021,79381.0,59352.0,79240.0,59254.0,75983.0,57068.0
LA Pierce,2021-2022,69692.0,50389.0,69555.0,50282.0,67223.0,48726.0
LA Pierce,2022-2023,76075.0,54075.0,75941.0,53980.0,73460.0,52308.0
LA Pierce,2023-2024,78997.0,56991.0,78570.0,56698.0,76922.0,55483.0
LA Swest,2014-2015,31669.0,18929.0,29620.0,17908.0,26112.0,16126.0
LA Swest,2015-2016,34408.0,20890.0,31873.0,19699.0,28603.0,17906.0
LA Swest,2016-2017,31965.0,19772.0,29373.0,18561.0,26533.0,17060.0
LA Swest,2017-2018,27124.0,17509.0,25572.0,16798.0,23407.0,15635.0
LA Swest,2018-2019,27626.0,18014.0,25745.0,17015.0,23872.0,16031.0
LA Swest,2019-2020,26264.0,18064.0,25867.0,17812.0,25064.0,17369.0
LA Swest,2020-2021,20806.0,14154.0,20701.0,14082.0,20154.0,13717.0
LA Swest,2021-2022,17876.0,12114.0,17711.0,12010.0,17374.0,11799.0
LA Swest,2022-2023,19312.0,12696.0,18975.0,12511.0,18569.0,12270.0
LA Swest,2023-2024,19828.0,12813.0,19526.0,12577.0,19212.0,12420.0
LA Trade,2014-2015,71113.0,48249.0,62836.0,43824.0,47064.0,31997.0
LA Trade,2015-2016,72361.0,50395.0,63605.0,45601.0,48859.0,34048.0
LA Trade,2016-2017,68979.0,48366.0,60911.0,44119.0,47520.0,33767.0
LA Trade,2017-2018,57262.0,41398.0,53975.0,39647.0,42426.0,30319.0
LA Trade,2018-2019,61309.0,44180.0,56267.0,41467.0,39215.0,27867.0
LA Trade,2019-2020,55195.0,41908.0,54363.0,41291.0,36847.0,27369.0
LA Trade,2020-2021,47168.0,33653.0,46847.0,33465.0,32630.0,22584.0
LA Trade,2021-2022,40827.0,28804.0,40599.0,28658.0,27537.0,18501.0
LA Trade,2022-2023,47158.0,33313.0,46960.0,33178.0,31375.0,21260.0
LA Trade,2023-2024,55732.0,39156.0,55615.0,39058.0,38623.0,25812.0
LA Valley,2014-2015,95239.0,65045.0,87414.0,59660.0,77359.0,53982.0
LA Valley,2015-2016,92843.0,63238.0,86233.0,58836.0,76407.0,53021.0
LA Valley,2016-2017,89897.0,62714.0,84176.0,58739.0,75377.0,53582.0
LA Valley,2017-2018,83096.0,58569.0,79553.0,56318.0,71830.0,51822.0
LA Valley,2018-2019,81086.0,57499.0,78136.0,55667.0,70594.0,51078.0
LA Valley,2019-2020,76068.0,58274.0,74399.0,56812.0,70655.0,54053.0
LA Valley,2020-2021,68340.0,51498.0,67291.0,50585.0,64383.0,48376.0
LA Valley,2021-2022,59258.0,43584.0,58528.0,42971.0,56007.0,41029.0
LA Valley,2022-2023,65808.0,47780.0,65390.0,47454.0,63315.0,45949.0
LA Valley,2023-2024,70052.0,50778.0,69651.0,50518.0,68005.0,49209.0
Lake Tahoe,2014-2015,15589.0,12008.0,15042.0,11617.0,11567.0,8747.0
Lake Tahoe,2015-2016,14745.0,11457.0,14009.0,10942.0,11086.0,8599.0
Lake Tahoe,2016-2017,13005.0,10001.0,12580.0,9759.0,10037.0,7774.0
Lake Tahoe,2017-2018,14801.0,11835.0,13996.0,11166.0,11353.0,9026.0
Lake Tahoe,2018-2019,15417.0,12293.0,14413.0,11378.0,12210.0,9692.0
Lake Tahoe,2019-2020,13833.0,10964.0,13526.0,10756.0,11994.0,9431.0
Lake Tahoe,2020-2021,13274.0,10766.0,13058.0,10614.0,11355.0,9077.0
Lake Tahoe,2021-2022,12956.0,10548.0,12490.0,10133.0,10432.0,8167.0
Lake Tahoe,2022-2023,15505.0,13011.0,13378.0,10919.0,11235.0,8931.0
Lake Tahoe,2023-2024,17674.0,14745.0,15729.0,12832.0,13788.0,10989.0
Laney,2014-2015,52321.0,34885.0,47929.0,31962.0,35821.0,23394.0
Laney,2015-2016,53423.0,36499.0,49063.0,33679.0,36679.0,24919.0
Laney,2016-2017,49449.0,33886.0,45236.0,31010.0,34178.0,23262.0
Laney,2017-2018,47808.0,33399.0,44082.0,30719.0,33299.0,22982.0
Laney,2018-2019,44929.0,32458.0,40067.0,28793.0,32601.0,23276.0
Laney,2019-2020,37160.0,29448.0,33830.0,26621.0,27658.0,21644.0
Laney,2020-2021,31828.0,23735.0,29396.0,21820.0,25153.0,18611.0
Laney,2021-2022,28886.0,21055.0,27248.0,19770.0,22629.0,16203.0
Laney,2022-2023,33672.0,23585.0,31895.0,22155.0,26497.0,18035.0
Laney,2023-2024,35635.0,25123.0,33689.0,23697.0,27348.0,18901.0
Las Positas,2014-2015,47093.0,33139.0,43162.0,30678.0,40570.0,29056.0
Las Positas,2015-2016,48210.0,34305.0,44349.0,31895.0,41831.0,30363.0
Las Positas,2016-2017,49744.0,35543.0,46316.0,33464.0,44150.0,32176.0
Las Positas,2017-2018,49196.0,35497.0,46035.0,33549.0,44241.0,32473.0
Las Positas,2018-2019,48493.0,35957.0,45952.0,34400.0,44610.0,33615.0
Las Positas,2019-2020,43087.0,33838.0,41927.0,33042.0,41176.0,32606.0
Las Positas,2020-2021,38189.0,30926.0,37496.0,30444.0,36828.0,29925.0
Las Positas,2021-2022,34958.0,26196.0,34360.0,25858.0,33849.0,25487.0
Las Positas,2022-2023,35566.0,26261.0,34923.0,25817.0,34642.0,25578.0
Las Positas,2023-2024,40573.0,30481.0,39894.0,30000.0,39449.0,29653.0
Lassen,2014-2015,13398.0,9596.0,11679.0,8665.0,7702.0,5310.0
Lassen,2015-2016,13053.0,9700.0,11467.0,8765.0,7726.0,5580.0
Lassen,2016-2017,12630.0,9277.0,11413.0,8596.0,7581.0,5390.0
Lassen,2017-2018,13029.0,9735.0,11685.0,8903.0,7700.0,5511.0
Lassen,2018-2019,12367.0,9204.0,11411.0,8639.0,8399.0,6004.0
Lassen,2019-2020,11292.0,8954.0,10586.0,8445.0,8168.0,6249.0
Lassen,2020-2021,9606.0,7289.0,9234.0,6976.0,7318.0,5279.0
Lassen,2021-2022,8971.0,6969.0,8661.0,6711.0,6888.0,5126.0
Lassen,2022-2023,8681.0,6705.0,8439.0,6468.0,6619.0,4853.0
Lassen,2023-2024,9130.0,7169.0,8908.0,6955.0,7584.0,5761.0
Long Beach,2014-2015,146434.0,93242.0,136912.0,87481.0,112534.0,72798.0
Long Beach,2015-2016,144138.0,92620.0,135172.0,87145.0,110929.0,72424.0
Long Beach,2016-2017,141789.0,92432.0,133614.0,87346.0,109679.0,72710.0
Long Beach,2017-2018,141280.0,92711.0,135126.0,88843.0,111369.0,74572.0
Long Beach,2018-2019,136762.0,91531.0,134719.0,90205.0,113694.0,77242.0
Long Beach,2019-2020,123014.0,91624.0,120046.0,89609.0,105489.0,79465.0
Long Beach,2020-2021,134310.0,89522.0,130653.0,87580.0,116636.0,78078.0
Long Beach,2021-2022,120820.0,76239.0,118192.0,74882.0,106230.0,66855.0
Long Beach,2022-2023,130058.0,83929.0,127189.0,82523.0,116484.0,74543.0
Long Beach,2023-2024,140410.0,93341.0,137726.0,92026.0,125565.0,82627.0
Los Medanos,2014-2015,46344.0,33210.0,43532.0,31497.0,38966.0,28648.0
Los Medanos,2015-2016,46974.0,33369.0,44607.0,31822.0,40111.0,29046.0
