College,Year,Credit Enrollment Count,Credit Success Count,Degree Applicable Enrollment Count,Degree Applicable Success Count,Transferable Enrollment Count,Transferable Success Count
San Bernardino,2020-2021,58182.0,37695.0,56194.0,36686.0,50153.0,32835.0
San Bernardino,2021-2022,50058.0,31982.0,48547.0,31195.0,42607.0,27194.0
San Bernardino,2022-2023,52315.0,34038.0,50601.0,33056.0,44942.0,28973.0
San Bernardino,2023-2024,62504.0,42651.0,60632.0,41452.0,54256.0,36559.0
San Diego City,2014-2015,75753.0,50742.0,65042.0,44323.0,61458.0,42208.0
San Diego City,2015-2016,76464.0,51835.0,66156.0,45663.0,62124.0,43087.0
San Diego City,2016-2017,75034.0,50921.0,65730.0,45350.0,61514.0,42656.0
San Diego City,2017-2018,70899.0,48635.0,62624.0,43825.0,58830.0,41273.0
San Diego City,2018-2019,65096.0,45572.0,59209.0,42052.0,55256.0,39309.0
San Diego City,2019-2020,58808.0,44158.0,55388.0,41920.0,52314.0,39679.0
San Diego City,2020-2021,55480.0,38848.0,52635.0,37153.0,49905.0,35282.0
San Diego City,2021-2022,51211.0,35063.0,48944.0,33769.0,46473.0,32085.0
San Diego City,2022-2023,48504.0,33983.0,46309.0,32659.0,44445.0,31391.0
San Diego City,2023-2024,190519.0,136236.0,181122.0,130261.0,176478.0,126214.0
San Diego Mesa,2014-2015,118692.0,83431.0,109715.0,77739.0,104106.0,73891.0
San Diego Mesa,2015-2016,115747.0,82116.0,107196.0,76505.0,102222.0,72997.0
San Diego Mesa,2016-2017,116743.0,83297.0,109826.0,79086.0,105614.0,76204.0
San Diego Mesa,2017-2018,115856.0,83634.0,110012.0,79936.0,105613.0,76891.0
San Diego Mesa,2018-2019,108691.0,78325.0,105062.0,75965.0,100794.0,73165.0
San Diego Mesa,2019-2020,95972.0,76069.0,93384.0,74251.0,90819.0,72328.0
San Diego Mesa,2020-2021,94798.0,70859.0,92725.0,69585.0,90136.0,67658.0
San Diego Mesa,2021-2022,83138.0,60280.0,81453.0,59279.0,79340.0,57726.0
San Diego Mesa,2022-2023,87188.0,65338.0,85153.0,64157.0,83726.0,62986.0
San Diego Mesa,2023-2024,328811.0,248120.0,321395.0,243303.0,316913.0,239378.0
San Diego Miramar,2014-2015,52838.0,39742.0,46960.0,35359.0,42303.0,31319.0
San Diego Miramar,2015-2016,56283.0,42866.0,50211.0,38221.0,45227.0,33825.0
San Diego Miramar,2016-2017,62206.0,47526.0,56236.0,42927.0,50657.0,37936.0
San Diego Miramar,2017-2018,68062.0,52746.0,62215.0,48173.0,57111.0,43633.0
San Diego Miramar,2018-2019,65621.0,51154.0,60978.0,47500.0,55924.0,43000.0
San Diego Miramar,2019-2020,57101.0,46964.0,54450.0,44795.0,51227.0,41979.0
San Diego Miramar,2020-2021,54488.0,42225.0,52673.0,40854.0,49641.0,38206.0
San Diego Miramar,2021-2022,51529.0,40255.0,47614.0,36624.0,43338.0,32418.0
San Diego Miramar,2022-2023,50525.0,39980.0,46850.0,36539.0,44917.0,34679.0
San Diego Miramar,2023-2024,194719.0,155110.0,180460.0,141896.0,173416.0,134883.0
San Francisco,2014-2015,124784.0,88088.0,117377.0,83552.0,111152.0,79869.0
San Francisco,2015-2016,119698.0,86819.0,112941.0,82529.0,107000.0,78829.0
San Francisco,2016-2017,105557.0,78525.0,100600.0,75289.0,95031.0,71719.0
San Francisco,2017-2018,129444.0,94440.0,125648.0,92008.0,119247.0,88252.0
San Francisco,2018-2019,130392.0,94728.0,127969.0,93230.0,123487.0,90810.0
San Francisco,2019-2020,107261.0,81255.0,105418.0,79937.0,102177.0,78050.0
San Francisco,2020-2021,86726.0,74666.0,85174.0,73349.0,82929.0,71627.0
San Francisco,2021-2022,81939.0,63010.0,80831.0,62194.0,79376.0,61175.0
San Francisco,2022-2023,83225.0,58394.0,81910.0,57546.0,81910.0,57546.0
San Francisco,2023-2024,88447.0,64874.0,87062.0,64027.0,87035.0,64006.0
San Joaquin Delta,2014-2015,111506.0,72780.0,102843.0,67899.0,92585.0,60869.0
San Joaquin Delta,2015-2016,106158.0,70320.0,97698.0,65388.0,88041.0,58890.0
San Joaquin Delta,2016-2017,102457.0,69237.0,94544.0,64463.0,85327.0,58038.0
San Joaquin Delta,2017-2018,99520.0,67765.0,93788.0,64394.0,84706.0,58545.0
San Joaquin Delta,2018-2019,100910.0,68736.0,96119.0,65747.0,87034.0,59983.0
San Joaquin Delta,2019-2020,95456.0,66999.0,92112.0,64588.0,87850.0,61821.0
San Joaquin Delta,2020-2021,85728.0,64641.0,82822.0,62435.0,79373.0,59943.0
San Joaquin Delta,2021-2022,83247.0,57592.0,80743.0,55898.0,77470.0,53638.0
San Joaquin Delta,2022-2023,83991.0,59935.0,82310.0,58651.0,79820.0,56599.0
San Joaquin Delta,2023-2024,98671.0,70625.0,96818.0,69216.0,93218.0,66199.0
San Jose City,2014-2015,41584.0,29639.0,35875.0,25877.0,31775.0,22882.0
San Jose City,2015-2016,38977.0,27531.0,34087.0,24442.0,30472.0,21964.0
San Jose City,2016-2017,37950.0,27663.0,33082.0,24334.0,29378.0,21647.0
San Jose City,2017-2018,40592.0,29744.0,36516.0,26968.0,31920.0,23523.0
San Jose City,2018-2019,40858.0,29521.0,37098.0,26882.0,33239.0,24080.0
San Jose City,2019-2020,38831.0,28696.0,36096.0,26805.0,33774.0,25148.0
San Jose City,2020-2021,37198.0,27093.0,35125.0,25634.0,33037.0,24115.0
San Jose City,2021-2022,31858.0,22984.0,30266.0,21938.0,28479.0,20592.0
San Jose City,2022-2023,33927.0,23428.0,32316.0,22409.0,30416.0,21013.0
San Jose City,2023-2024,38342.0,26543.0,36722.0,25465.0,34622.0,23845.0
San Mateo,2014-2015,45197.0,32013.0,41912.0,30052.0,37848.0,27080.0
San Mateo,2015-2016,45101.0,32427.0,42140.0,30543.0,38538.0,28027.0
San Mateo,2016-2017,45744.0,33143.0,43065.0,31449.0,40323.0,29476.0
San Mateo,2017-2018,45050.0,32966.0,42865.0,31603.0,40182.0,29642.0
San Mateo,2018-2019,43411.0,31526.0,41772.0,30463.0,39051.0,28555.0
San Mateo,2019-2020,38622.0,29079.0,37043.0,28021.0,35452.0,26685.0
San Mateo,2020-2021,32164.0,26813.0,31381.0,26284.0,30042.0,25050.0
San Mateo,2021-2022,31568.0,24670.0,30679.0,24087.0,29240.0,22788.0
San Mateo,2022-2023,35881.0,26270.0,34673.0,25508.0,33502.0,24455.0
San Mateo,2023-2024,41162.0,30462.0,39415.0,29367.0,38374.0,28415.0
Santa Ana,2014-2015,127768.0,95695.0,119320.0,90045.0,85183.0,58686.0
Santa Ana,2015-2016,124010.0,95069.0,118902.0,91734.0,79704.0,55938.0
Santa Ana,2016-2017,119489.0,90302.0,114307.0,87053.0,81632.0,57291.0
Santa Ana,2017-2018,124638.0,92204.0,119627.0,89172.0,83108.0,57792.0
Santa Ana,2018-2019,135541.0,106174.0,132267.0,104309.0,88187.0,63396.0
Santa Ana,2019-2020,117454.0,89412.0,116471.0,88520.0,87881.0,63132.0
Santa Ana,2020-2021,91312.0,70608.0,91136.0,70459.0,69436.0,51197.0
Santa Ana,2021-2022,93454.0,70694.0,93296.0,70553.0,67903.0,47272.0
Santa Ana,2022-2023,99432.0,72742.0,99268.0,72590.0,76444.0,51838.0
Santa Ana,2023-2024,109554.0,82891.0,109463.0,82814.0,84620.0,59578.0
Santa Barbara,2014-2015,114430.0,83508.0,109520.0,80287.0,99673.0,72966.0
Santa Barbara,2015-2016,111132.0,81875.0,106597.0,78923.0,96763.0,71617.0
Santa Barbara,2016-2017,98807.0,74169.0,95065.0,71783.0,89763.0,67435.0
Santa Barbara,2017-2018,95651.0,72146.0,92257.0,70022.0,87511.0,66115.0
Santa Barbara,2018-2019,89098.0,66508.0,87190.0,65243.0,82896.0,62000.0
Santa Barbara,2019-2020,84582.0,64112.0,83509.0,63407.0,81069.0,61365.0
Santa Barbara,2020-2021,73040.0,53445.0,72011.0,52809.0,69853.0,51021.0
Santa Barbara,2021-2022,71391.0,52454.0,70098.0,51703.0,62239.0,45390.0
Santa Barbara,2022-2023,72578.0,53697.0,71554.0,53113.0,31101.0,22273.0
Santa Barbara,2023-2024,72334.0,54270.0,71201.0,53595.0,69994.0,52551.0
Santa Monica,2014-2015,183557.0,125800.0,169584.0,117797.0,158016.0,110893.0
Santa Monica,2015-2016,184223.0,126321.0,170652.0,118665.0,159073.0,111754.0
Santa Monica,2016-2017,181962.0,125951.0,169986.0,119429.0,158166.0,111919.0
Santa Monica,2017-2018,175534.0,122910.0,166926.0,118132.0,154037.0,110280.0
Santa Monica,2018-2019,172736.0,120651.0,169193.0,118629.0,154007.0,109697.0
Santa Monica,2019-2020,157068.0,120087.0,152769.0,117507.0,142418.0,110404.0
Santa Monica,2020-2021,148037.0,112365.0,145407.0,110871.0,135400.0,104000.0
Santa Monica,2021-2022,129752.0,97430.0,128692.0,96665.0,119780.0,90776.0
Santa Monica,2022-2023,141089.0,96693.0,140301.0,96121.0,130709.0,90740.0
Santa Monica,2023-2024,135680.0,102086.0,134953.0,101554.0,126102.0,95697.0
Santa Rosa,2014-2015,121167.0,87326.0,114190.0,82252.0,95947.0,69099.0
Santa Rosa,2015-2016,117549.0,85524.0,111226.0,80958.0,94566.0,68934.0
Santa Rosa,2016-2017,110123.0,80838.0,104349.0,76534.0,89165.0,65477.0
Santa Rosa,2017-2018,108029.0,80003.0,103142.0,76164.0,87892.0,64918.0
Santa Rosa,2018-2019,101834.0,75178.0,97473.0,71765.0,85369.0,63049.0
Santa Rosa,2019-2020,91419.0,68954.0,88458.0,66523.0,78897.0,59540.0
Santa Rosa,2020-2021,84955.0,63360.0,82365.0,61204.0,73441.0,54400.0
Santa Rosa,2021-2022,75052.0,55283.0,72664.0,53315.0,65118.0,47460.0
Santa Rosa,2022-2023,77704.0,57989.0,75347.0,55924.0,67823.0,49924.0
Santa Rosa,2023-2024,84771.0,64182.0,82228.0,61972.0,74449.0,55693.0
Santiago Canyon,2014-2015,54974.0,38140.0,53493.0,37210.0,44810.0,30561.0
Santiago Canyon,2015-2016,53301.0,37561.0,50806.0,36150.0,43857.0,30530.0
Santiago Canyon,2016-2017,53596.0,37938.0,51144.0,36658.0,42470.0,29584.0
Santiago Canyon,2017-2018,61154.0,44689.0,58713.0,43447.0,43465.0,29749.0
Santiago Canyon,2018-2019,55036.0,39283.0,53789.0,38550.0,47326.0,33704.0
Santiago Canyon,2019-2020,53597.0,40065.0,53400.0,39942.0,46996.0,34459.0
Santiago Canyon,2020-2021,47291.0,37140.0,47016.0,36978.0,38316.0,28791.0
Santiago Canyon,2021-2022,45772.0,36005.0,45559.0,35880.0,33055.0,23977.0
Santiago Canyon,2022-2023,46009.0,34238.0,45736.0,34090.0,36315.0,25273.0
Santiago Canyon,2023-2024,44114.0,31907.0,43768.0,31719.0,38180.0,26632.0
Sequoias,2014-2015,65603.0,45178.0,62799.0,43591.0,52251.0,36945.0
Sequoias,2015-2016,69371.0,49336.0,66713.0,47789.0,53760.0,38718.0
Sequoias,2016-2017,70408.0,50539.0,67362.0,48828.0,53890.0,39312.0
Sequoias,2017-2018,72411.0,52248.0,69364.0,50545.0,55663.0,40950.0
Sequoias,2018-2019,73035.0,54256.0,71382.0,53213.0,59336.0,44477.0
Sequoias,2019-2020,73903.0,56773.0,70428.0,54572.0,62979.0,48112.0
Sequoias,2020-2021,59989.0,46814.0,57629.0,45158.0,54210.0,42288.0
Sequoias,2021-2022,64617.0,44744.0,61919.0,43231.0,57973.0,40048.0
Sequoias,2022-2023,70641.0,50617.0,68086.0,49135.0,63437.0,45350.0
Sequoias,2023-2024,75249.0,55412.0,72436.0,53781.0,67169.0,49456.0
Shasta,2014-2015,48578.0,34818.0,47410.0,34113.0,40462.0,29442.0
Shasta,2015-2016,49184.0,36048.0,47858.0,35111.0,41596.0,30720.0
Shasta,2016-2017,50353.0,37313.0,49326.0,36588.0,43361.0,32472.0
Shasta,2017-2018,49570.0,36445.0,48684.0,35814.0,42577.0,31483.0
Shasta,2018-2019,50109.0,36696.0,49474.0,36316.0,43456.0,32108.0
Shasta,2019-2020,45169.0,33080.0,44881.0,32907.0,40296.0,29855.0
Shasta,2020-2021,40771.0,30103.0,40621.0,30002.0,36209.0,26527.0
Shasta,2021-2022,36583.0,27529.0,36435.0,27430.0,32334.0,24153.0
Shasta,2022-2023,39564.0,29438.0,39474.0,29379.0,35414.0,26114.0
Shasta,2023-2024,42131.0,31007.0,42127.0,31004.0,37996.0,27574.0
Sierra,2014-2015,108182.0,78014.0,103735.0,74840.0,92951.0,68394.0
Sierra,2015-2016,106062.0,76948.0,102058.0,74075.0,92662.0,68462.0
Sierra,2016-2017,102427.0,74940.0,99011.0,72470.0,90870.0,67516.0
Sierra,2017-2018,101427.0,74177.0,98992.0,72477.0,91619.0,68023.0
Sierra,2018-2019,102352.0,75662.0,100871.0,74525.0,92889.0,69749.0
Sierra,2019-2020,98183.0,74715.0,96604.0,73555.0,91105.0,69695.0
Sierra,2020-2021,96193.0,69403.0,95521.0,68876.0,91343.0,66030.0
Sierra,2021-2022,83974.0,62349.0,83348.0,61845.0,79952.0,59379.0
Sierra,2022-2023,86430.0,66219.0,85897.0,65771.0,83210.0,63659.0
Sierra,2023-2024,95577.0,74524.0,94725.0,73835.0,91707.0,71393.0
Siskiyous,2014-2015,11929.0,8959.0,9122.0,6602.0,8095.0,5800.0
Siskiyous,2015-2016,11125.0,8645.0,8554.0,6464.0,7766.0,5816.0
Siskiyous,2016-2017,10968.0,8403.0,8879.0,6591.0,8267.0,6102.0
Siskiyous,2017-2018,10267.0,7861.0,8940.0,6722.0,8330.0,6208.0
Siskiyous,2018-2019,9440.0,7207.0,8794.0,6675.0,8397.0,6363.0
Siskiyous,2019-2020,8610.0,6698.0,8014.0,6158.0,7580.0,5795.0
Siskiyous,2020-2021,6850.0,5314.0,6196.0,4696.0,5875.0,4437.0
Siskiyous,2021-2022,6396.0,5064.0,5627.0,4336.0,5271.0,4030.0
Siskiyous,2022-2023,6392.0,4817.0,5887.0,4352.0,5608.0,4143.0
Siskiyous,2023-2024,7357.0,5754.0,6578.0,5022.0,6114.0,4621.0
Skyline,2014-2015,47902.0,33682.0,44504.0,31423.0,41093.0,29113.0
Skyline,2015-2016,46994.0,34128.0,44286.0,32293.0,40970.0,30051.0
Skyline,2016-2017,46567.0,34312.0,44112.0,32707.0,41547.0,30944.0
Skyline,2017-2018,44512.0,33276.0,42503.0,31893.0,40074.0,30183.0
Skyline,2018-2019,41979.0,31579.0,40793.0,30722.0,38409.0,28981.0
Skyline,2019-2020,40511.0,31815.0,39560.0,31183.0,37229.0,29368.0
Skyline,2020-2021,35081.0,29993.0,34635.0,29671.0,32805.0,28049.0
Skyline,2021-2022,31782.0,25296.0,31211.0,24907.0,29737.0,23623.0
Skyline,2022-2023,35030.0,26470.0,34228.0,25935.0,32574.0,24494.0
Skyline,2023-2024,40252.0,30932.0,39225.0,30260.0,37150.0,28381.0
Solano,2014-2015,54524.0,37029.0,48547.0,33576.0,43918.0,30506.0
Solano,2015-2016,52756.0,36518.0,47760.0,33541.0,43306.0,30609.0
Solano,2016-2017,50296.0,35574.0,46451.0,33298.0,42503.0,30651.0
Solano,2017-2018,48850.0,34820.0,45705.0,33095.0,41915.0,30414.0
Solano,2018-2019,46922.0,34110.0,44806.0,32820.0,41026.0,30090.0
Solano,2019-2020,44703.0,34305.0,42843.0,32997.0,40029.0,30828.0
Solano,2020-2021,44524.0,32976.0,43320.0,32144.0,40371.0,29925.0
Solano,2021-2022,41096.0,29474.0,40250.0,28909.0,37223.0,26745.0
Solano,2022-2023,42890.0,31558.0,41775.0,30766.0,39609.0,29174.0
Solano,2023-2024,46104.0,34644.0,44908.0,33801.0,42519.0,31993.0
Southwestern,2014-2015,110993.0,75196.0,99672.0,68116.0,93896.0,64500.0
Southwestern,2015-2016,107689.0,72286.0,97133.0,65890.0,91734.0,62640.0
Southwestern,2016-2017,106028.0,71716.0,95750.0,65598.0,90259.0,62346.0
Southwestern,2017-2018,104709.0,73352.0,96875.0,68579.0,91540.0,65455.0
Southwestern,2018-2019,105752.0,75242.0,100099.0,71638.0,95392.0,68963.0
Southwestern,2019-2020,103949.0,77898.0,98887.0,74487.0,95628.0,72223.0
Southwestern,2020-2021,94270.0,67670.0,90256.0,65156.0,87349.0,63048.0
Southwestern,2021-2022,86082.0,60609.0,83088.0,58893.0,80541.0,57117.0
Southwestern,2022-2023,99235.0,67292.0,95966.0,65286.0,94270.0,64029.0
Southwestern,2023-2024,111744.0,75077.0,107599.0,72730.0,105971.0,71520.0
Taft,2014-2015,26705.0,20842.0,23054.0,17564.0,13922.0,9608.0
Taft,2015-2016,25490.0,20027.0,21994.0,16852.0,13542.0,9616.0
Taft,2016-2017,30603.0,25188.0,23938.0,18811.0,14197.0,10210.0
Taft,2017-2018,32652.0,26958.0,25959.0,20506.0,15382.0,11141.0
Taft,2018-2019,30802.0,24766.0,25280.0,19359.0,16805.0,11798.0
Taft,2019-2020,26967.0,21656.0,22763.0,17501.0,16314.0,11684.0
Taft,2020-2021,19724.0,14500.0,17680.0,12503.0,14105.0,9385.0
Taft,2021-2022,17684.0,13838.0,14934.0,11121.0,11259.0,7697.0
Taft,2022-2023,18245.0,14701.0,15308.0,11786.0,10962.0,7606.0
Taft,2023-2024,19385.0,15689.0,18350.0,14670.0,12556.0,8963.0
Ventura,2014-2015,70300.0,50824.0,67714.0,48999.0,59686.0,43468.0
Ventura,2015-2016,69256.0,50320.0,67011.0,48753.0,58753.0,43014.0
Ventura,2016-2017,68305.0,50725.0,66373.0,49353.0,58523.0,43813.0
Ventura,2017-2018,68540.0,52019.0,66834.0,50708.0,59448.0,45396.0
Ventura,2018-2019,67743.0,50685.0,66587.0,49837.0,60472.0,45448.0
Ventura,2019-2020,61968.0,49405.0,60776.0,48494.0,56900.0,45305.0
Ventura,2020-2021,56744.0,43703.0,55885.0,43098.0,52460.0,40398.0
Ventura,2021-2022,48972.0,37866.0,48374.0,37397.0,45874.0,35342.0
Ventura,2022-2023,50459.0,38414.0,49579.0,37773.0,47234.0,35776.0
Ventura,2023-2024,56234.0,42252.0,55206.0,41491.0,51693.0,38663.0
Victor Valley,2014-2015,67010.0,42438.0,59268.0,38155.0,48389.0,31171.0
Victor Valley,2015-2016,65347.0,42637.0,57849.0,38275.0,47176.0,31229.0
Victor Valley,2016-2017,67101.0,43789.0,58446.0,39081.0,47488.0,31673.0
Victor Valley,2017-2018,65622.0,43431.0,57508.0,38667.0,48988.0,32719.0
Victor Valley,2018-2019,64658.0,43234.0,57736.0,39074.0,49424.0,33392.0
Victor Valley,2019-2020,60979.0,44947.0,60002.0,44162.0,50423.0,37138.0
Victor Valley,2020-2021,55637.0,39475.0,55188.0,39090.0,47807.0,33940.0
Victor Valley,2021-2022,57387.0,38833.0,56970.0,38487.0,49566.0,33463.0
Victor Valley,2022-2023,72285.0,48694.0,71700.0,48237.0,61783.0,41538.0
Victor Valley,2023-2024,84865.0,57006.0,84529.0,56713.0,74022.0,49545.0
West Hills Coalinga,2014-2015,14393.0,10013.0,13859.0,9714.0,11051.0,7556.0
West Hills Coalinga,2015-2016,14811.0,10070.0,14329.0,9763.0,11855.0,8083.0
West Hills Coalinga,2016-2017,16840.0,11360.0,16383.0,11117.0,13661.0,9257.0
West Hills Coalinga,2017-2018,16998.0,12051.0,16507.0,11791.0,13612.0,9651.0
West Hills Coalinga,2018-2019,19930.0,15024.0,19775.0,14923.0,17092.0,12907.0
West Hills Coalinga,2019-2020,16970.0,13299.0,16839.0,13206.0,15132.0,11801.0
West Hills Coalinga,2020-2021,15009.0,11455.0,14962.0,11412.0,13723.0,10414.0
West Hills Coalinga,2021-2022,13149.0,9799.0,13098.0,9758.0,11868.0,8748.0
West Hills Coalinga,2022-2023,12717.0,9522.0,12635.0,9459.0,11577.0,8572.0
West Hills Coalinga,2023-2024,15122.0,11745.0,15042.0,11671.0,13862.0,10691.0
West Hills Lemoore,2014-2015,22232.0,16186.0,21280.0,15623.0,17659.0,13133.0
West Hills Lemoore,2015-2016,21834.0,15592.0,21096.0,15204.0,18107.0,13349.0
West Hills Lemoore,2016-2017,22601.0,16408.0,21824.0,16008.0,18587.0,13879.0
West Hills Lemoore,2017-2018,23981.0,17320.0,23303.0,16939.0,20007.0,14742.0
West Hills Lemoore,2018-2019,23812.0,17170.0,23324.0,16864.0,20514.0,15133.0
West Hills Lemoore,2019-2020,22696.0,17118.0,22169.0,16768.0,20762.0,15797.0
West Hills Lemoore,2020-2021,19475.0,14401.0,19055.0,14150.0,18161.0,13570.0
West Hills Lemoore,2021-2022,17869.0,13005.0,17464.0,12748.0,16634.0,12200.0
West Hills Lemoore,2022-2023,19822.0,15194.0,19318.0,14843.0,18635.0,14330.0
West Hills Lemoore,2023-2024,21463.0,16763.0,20916.0,16375.0,20035.0,15658.0
West LA,2014-2015,53520.0,34047.0,50345.0,32429.0,43233.0,28262.0
West LA,2015-2016,59162.0,38180.0,56258.0,36710.0,49015.0,32301.0
West LA,2016-2017,60621.0,39834.0,57867.0,38456.0,51915.0,34869.0
West LA,2017-2018,56559.0,38115.0,54789.0,37235.0,49796.0,34169.0
West LA,2018-2019,58412.0,39517.0,57436.0,38989.0,52049.0,35511.0
West LA,2019-2020,54384.0,40363.0,54119.0,40172.0,49830.0,36701.0
West LA,2020-2021,47946.0,34407.0,47714.0,34228.0,43246.0,30684.0
West LA,2021-2022,40076.0,28310.0,40076.0,28310.0,36551.0,25541.0
West LA,2022-2023,38125.0,27046.0,38125.0,27046.0,34420.0,23958.0
West LA,2023-2024,40192.0,28842.0,40192.0,28842.0,34571.0,23967.0
West Valley,2014-2015,48798.0,34028.0,46291.0,32225.0,42429.0,29737.0
West Valley,2015-2016,49939.0,35227.0,47350.0,33378.0,43886.0,31072.0
West Valley,2016-2017,45175.0,32442.0,42844.0,30849.0,39891.0,28941.0
West Valley,2017-2018,44041.0,31954.0,41078.0,30020.0,39139.0,28730.0
West Valley,2018-2019,45179.0,33534.0,42572.0,31843.0,40617.0,30526.0
West Valley,2019-2020,40012.0,31713.0,38730.0,30796.0,37683.0,30049.0
West Valley,2020-2021,41448.0,31818.0,40344.0,31016.0,39409.0,30348.0
West Valley,2021-2022,36114.0,27041.0,35273.0,26456.0,34549.0,25963.0
West Valley,2022-2023,36139.0,27329.0,35461.0,26835.0,35195.0,26638.0
West Valley,2023-2024,39581.0,30016.0,38890.0,29520.0,38643.0,29317.0
Woodland,2014-2015,13036.0,9028.0,11693.0,8362.0,10791.0,7802.0
Woodland,2015-2016,14099.0,9923.0,12607.0,9084.0,11598.0,8481.0
Woodland,2016-2017,17360.0,12390.0,15481.0,11370.0,14035.0,10483.0
Woodland,2017-2018,17824.0,13103.0,16091.0,12146.0,14264.0,10894.0
Woodland,2018-2019,16993.0,12460.0,16092.0,12013.0,14228.0,10768.0
Woodland,2019-2020,17006.0,12802.0,16723.0,12610.0,15561.0,11862.0
Woodland,2020-2021,15048.0,11169.0,14863.0,11060.0,14010.0,10422.0
Woodland,2021-2022,13429.0,9780.0,13265.0,9680.0,12465.0,9090.0
Woodland,2022-2023,15031.0,10830.0,14866.0,10724.0,13902.0,10050.0
Woodland,2023-2024,40764.0,30176.0,40563.0,30046.0,36872.0,27343.0
Yuba,2014-2015,39073.0,27236.0,35624.0,25231.0,30199.0,21852.0
Yuba,2015-2016,39087.0,27461.0,35904.0,25487.0,30369.0,22184.0
Yuba,2016-2017,34598.0,24698.0,32055.0,23142.0,27118.0,20014.0
Yuba,2017-2018,32463.0,23652.0,29347.0,21759.0,25798.0,19406.0
Yuba,2018-2019,32024.0,23425.0,29463.0,21838.0,26028.0,19516.0
Yuba,2019-2020,30644.0,22407.0,29453.0,21610.0,27216.0,20023.0
Yuba,2020-2021,24853.0,18712.0,24083.0,18184.0,21725.0,16265.0
Yuba,2021-2022,23677.0,17577.0,23235.0,17247.0,21523.0,15916.0
Yuba,2022-2023,25069.0,18996.0,24447.0,18441.0,22940.0,17189.0
Yuba,2023-2024,66974.0,51397.0,66429.0,50929.0,61949.0,46937.0
